oblast;title;amount;smd;type;
м. Київ;Проведення робіт з утеплення фасаду житлового будинку по бульв. Кольцова, 11а, Святошинський район м. Києва;650000;219;ЖКГ;
Житомирська область;Капітальний ремонт даху молодіжно-спортивного центру “Юність” по вул. Соборна, 14;650000;65;Навчальний заклад;
Сумська область;Реконструкція магістральної тепломережі від ВТ - 413 до ВТ - 467 по вул. Свободи, м. Шостка;650000;160;благоустрій;
Волинська область;Капітальний ремонт будинку культури по вул. Миру, 2, в с. Переспа Рожищенського району Волинської областіолинської області;650000;20;Заклади культури;
Івано-Франківська область;Капітальний ремонт дорожнього покриття вул. Коновальця в м. Болехові Івано-Франківської області;650000;86;Асфальт;
Чернівецька область;Будівництво спортивного багатофункціонального майданчика із штучним покриттям, с. Великий Кучерів;650000;203;Діти;
Хмельницька область;Капітальний ремонт Будинку культури с. Гвардійське, вул. Соборна, 46, Хмельницького району Хмельницької області;650000;188;Заклади культури;
Львівська область;Капітальний ремонт будівлі ЗОШ I ступеня в с. Піски Бродівського району;650000;119;Навчальний заклад;
Хмельницька область;Реконструкція приміщення їдальні під ДНЗ “Малятко” по вул. Димінського, 20 в с. Струга Новоушицького району Хмельницької області;650167;193;Навчальний заклад;
Полтавська область;Закупівля меблів для шкільних та дошкільних закладів Полтавського району;650300;145;Навчальний заклад;
Чернігівська область;Капітальний ремонт Ічнянської гімназії імені Васильченка Ічнянської районної ради Чернігівської області за адресою: м. Ічня, вул. Б. Хмельницького, 6 (заміна вікон та дверей);652000;208;Навчальний заклад;
Херсонська область;Реконструкція водопровідної мережі по вул. Калініна в смт. Новотроїцьке Херсонської області;652083;185;благоустрій;
Житомирська область;Капітальний ремонт дорожнього покриття по вул. Щорса від перехрестя з вул. Коростенською до примикання з вул. Калініна, смт Черняхів;653300;66;Асфальт;
Рівненська область;Капітальний ремонт лікувального корпусу Комунальний заклад “Рівненський обласний госпіталь ветеранів війни” Рівненської обласної ради по вул. Деражненська, 39 в смт. Клевань Рівненського району (заміна вікон та зовнішніх дверей);653800;153;медичний заклад;
Закарпатська область;Капітальний ремонт вул. Шевченка (ділянка № 1 від вул. Інтернаціональна до містка через потік “Млинівка”) в смт Великий Бичків;653800;72;Асфальт;
Вінницька область;Реконструкція приміщення школи с. Рожична, під ДНЗ по вул. Софії Козлової, буд. 29 с. Рожична, Оратівського району, Вінницької області;657000;18;Навчальний заклад;
Волинська область;Реконструкція навчально-виховного комплексу “Загальноосвітня школа I-III ступеня - дитячий садок” (влаштування санітарних кімнат) с. Прохід по вул. Шкільній, 7 Ратнівського району, Волинської області;657181;21;Навчальний заклад;
Луганська область;Капітальний ремонт приміщення дитячого садка, смт Нижня Дуванка Сватівського району;660000;113;Навчальний заклад;
Київська область;Капітальний ремонт дорожнього покриття проїзної частини вул. Бориспільська в с. Гора Бориспільського району Київської області;660242;98;Асфальт;
Дніпропетровська область;Капітальний ремонт м’якої покрівлі житлового будинку № 65 а по вул. Леніна в м. Вільногірськ;662000;34;ЖКГ;
Запорізька область;Капітальний ремонт першого поверху Комишуваської амбулаторії загальної практики сімейної медицини по вул. Смірнова, 3, смт Комишуваха Оріхівського району Запорізької області;662000;79;Медичний заклад;
Луганська область;Проведення робіт із заміни вікон та дверей Кремінської школи-гімназії по вул. Вереснева, 18 в місті Кремінна Кремінського району Луганської області;667000;113;Навчальний заклад;
Полтавська область;Котелевська загальноосвітня школа № 2 Котелевського району, заміна вікон та вхідних дверей;667600;145;Навчальний заклад;
Волинська область;Капітальний ремонт загальноосвітньої школи с. Цміни Маневицького району Волинської області;668203;23;Навчальний заклад;
Львівська область;Будівництво ЗОШ I-II ступенів в с. Братковичі Городоцького району Львівської області;670000;120;Навчальний заклад;
Херсонська область;Реконструкція артезіанської свердловини № 18-263 “Центральна” в районі вулиць Грушевського-Паркова смт Чаплинка Чаплинського району Херсонської області (технічне переоснащення обладнання із застосуванням технології енергозбереження);673000;186;благоустрій;
Херсонська область;Капітальний ремонт Трифонівського ДНЗ Великоолександрівського району Херсонської області;673000;184;Навчальний заклад;
Сумська область;Капітальний ремонт автомобільної дороги С191713 Чапліївка - Тиманівка - Бензики (до с. Чапліївка);674000;160;Асфальт;
Одеська область;Будівництво загальноосвітньої школи на 198 учнів в с. Садове, Арцизького району, Одеської області;681400;142;Навчальний заклад;
Запорізька область;Реконструкція центральної алеї скверу по пр. Ювілейному в Хортицькому районі м. Запоріжжя;681967;76;асфальт;
Чернігівська область;Реконструкція будівлі Ріпкинського дошкільного навчального закладу “Веселка” по вул. Шкільній, 4а, смт Ріпки Ріпкинського району;682000;206;Навчальний заклад;
Тернопільська область;Реконструкція спортивного майданчика з встановленням спортивних тренажерів у м. Зборові Тернопільської області;682000;165;Діти;
Харківська область;Капітальний ремонт дороги по вул. Спортивній, с. Козіївка Краснокутського району;682100;180;Асфальт;
Вінницька область;Капітальний ремонт дорожнього покриття по вул. Залізної Дивізії (від перехрестя з вул. Б. Хмельницького до перехрестя з вул. Тургенева) в смт Крижопіль, Крижопільського району, Вінницької області;683000;16;Асфальт;
Тернопільська область;Реконструкція футбольного майданчика з встановленням спортивних тренажерів, смт Козова;684000;165;Діти;
Тернопільська область;Реконструкція корпусу № 1 навчально-виховного комплексу “Великобірківська селищна рада загальноосвітньої школи I-III ступеня - гімназія імені С. Балея”, смт Великі Бірки Тернопільського району;685000;165;Навчальний заклад;
Одеська область;Енергозберігаючі заходи (заміна вікон та дверей) в Антонюківському навчально-виховному комплексі “Загальноосвітня школа I-III ступеня - дошкільний навчальний заклад”, с. Антонюки Миколаївського району;685000;138;Навчальний заклад;
Черкаська область;Реконструкція шатрового даху дитячого садка “Казка” на 140 місць в смт Катеринопіль, Черкаська обл.;687500;196;Навчальний заклад;
Вінницька область;Капітальний ремонт покрівлі будівлі Медвеже-Вушківської середньої СЗШ I-III ступенів в с. Медвеже Вушко Вінницького району, Вінницької області;687875;11;Навчальний заклад;
Вінницька область;Реконструкція будівлі школи (заміна віконних прорізів) в с. Дзюньків Погребищенського району Вінницької області;688000;18;Навчальний заклад;
Харківська область;Капітальний ремонт відрізку дороги по вул. Леніна від № 39 до № 35а, м. Барвінкове Барвінківського району;689100;178;Асфальт;
Одеська область;Капітальний ремонт площі на вул. Центральна смт Доброслав (Комінтернівське) Лиманського (Комінтернівського) району Одеської області;689144;138;асфальт;
Чернігівська область;Капітальний ремонт Іржавецької ЗОШ I-III ст. (заміна вікон) по вулиці Леніна 65 в с. Іржавець Ічнянського району Чернігівської області;692000;209;Навчальний заклад;
Хмельницька область;Капітальний ремонт пологового відділення Старокостянтинівської центральної районної лікарні;692500;191;Медичний заклад;
Полтавська область;Капітальний ремонт гімназії № 1 по вул. Дружби, 10, м. Лохвиця Лохвицького району (заміна вікон);692700;151;Навчальний заклад;
Чернігівська область;Капітальний ремонт Остерської районної лікарні в м. Остер (вул. Одинця, 32) Козелецького району Чернігівської області;693996;210;Медичний заклад;
Вінницька область;Придбання обладнання для Вінницько-Хутірського НВК: Вінницько-Хутірська ЗОШ I-III ступенів - дошкільний навчальний заклад;695000;12;Навчальний заклад;
Івано-Франківська область;Капітальний ремонт (заміна вікон та дверей) у Брошнів-Осадській загальноосвітній школі I-III ступеня по вул. 22 січня, 55, смт Брошнів-Осада Рожнятівського району;698300;86;Навчальний заклад;
Закарпатська область;Капітальний ремонт дороги від дорожнього знаку с. Лази до будинку суботників довжиною 8,0 км, Лазівської сільської ради, Тячівського району, Закарпатської області;698604;71;Асфальт;
Вінницька область;Капітальний ремонт дорожнього покриття по вул. Набережній, смт Стрижавка Вінницького району;699000;11;Асфальт;
Вінницька область;Капітальний ремонт дороги по вул. Грушевського, с. Соколова Хмільницького району;700000;13;Асфальт;
Вінницька область;Заміна віконних блоків, реконструкція будівлі, утеплення фасаду Комунарівської середньої загальноосвітньої школи I-III ступеня, Калинівський район;700000;13;Навчальний заклад;
Вінницька область;Капітальний ремонт покрівлі об’єкта дозвілля Барського районного центру дозвілля за адресою: Майдан Святого Миколая, 2, м. Бар Барського району Вінницької області;700000;14;Заклади культури;
м. Київ;Загальноосвітній навчальний заклад № 72 по вул. Наумова, 35а, м. Київ (заміна вікон);700000;218;Навчальний заклад;
м. Київ;Капітальний ремонт внутрішніх мереж школи I-III ступенів № 9 (просп. М. Рокоссовського, 5, м. Київ);700000;218;Навчальний заклад;
Житомирська область;Капітальне придбання меблів (парти, стільці, шкільні дошки) для загальноосвітніх навчальних закладів (Антопільська ЗОШ I-II ст., Волицька ЗОШ I-II ст., Любимівська ЗОШ I-II ст., Міньковецька ЗОШ I-II ст., Мостівська ЗОШ I-II ст., Малопятигірська ЗОШ I-II ;700000;63;Навчальний заклад;
Житомирська область;Реконструкція приміщення Попільнянської гімназії № 1 під спортивний зал по вул. Горького, 42 в смт Попільня Попільнянського району, Житомирської області;700000;63;Навчальний заклад;
Донецька область;Реконструкція корпусу загальноосвітньої школи № 39 під розміщення дошкільного підрозділу учбово-виховного комплексу по вул. Брестській, 38 у сел. Волонтьоровка (з проектуванням) м. Маріуполь;700000;57;Навчальний заклад;
Сумська область;Капітальний ремонт будівлі міськвиконкому (заміна вікон) по пр. Миру, 8 в м. Конотоп Сумської області;700000;160;Благоустрій;
Миколаївська область;Експлуатаційна свердловина для водопостачання м. Нова Одеса Миколаївської області. Нове будівництво;700000;130;Благоустрій;
Миколаївська область;Капітальний ремонт будівлі міського клубу № 1, вул. Миру, 30, смт Казанка Миколаївської області;700000;130;Заклади культури;
Луганська область;Нове Будівництво. Впровадження вуличного освітлення за інноваційними технологіями, с. Підгорівка Старобільського району;700000;113;Благоустрій;
Луганська область;Нове Будівництво. Впровадження вуличного освітлення за інноваційними технологіями, с. Половинкине Старобільського району;700000;113;Благоустрій;
Луганська область;Нове Будівництво. Впровадження вуличного освітлення за інноваційними технологіями, с. Шульгинка Старобільського району;700000;113;Благоустрій;
Луганська область;Нове Будівництво. Впровадження вуличного освітлення за інноваційними технологіями, с. Чмирівка Старобільського району;700000;113;Благоустрій;
Луганська область;Нове Будівництво. Впровадження вуличного освітлення за інноваційними технологіями, с. Лиман Старобільського району;700000;113;Благоустрій;
Луганська область;Проведення робіт із заміни вікон та дверей місцевої загальноосвітньої школи в смт Лозно-Олександрівка Білокуракинського району Луганської області;700000;113;Навчальний заклад;
Рівненська область;Капітальний ремонт вул. Семидубська в м. Дубно з відновленням тротуару східної сторони вулиці до будинку № 69;700000;154;Асфальт;
Рівненська область;Капітальний ремонт тротуару по вул. О. Невського в м. Радивилів від будинку № 64 до вулиці Шкільна Радивилівського району;700000;154;Навчальний заклад;
Івано-Франківська область;Завершення робіт по існуючому водогону, проведення монтажу трансформаторної станції та насосів, встановлення лічильників в с. Чортовець Городенківського району;700000;88;Благоустрій;
Івано-Франківська область;Капітальний ремонт ЗОШ I-III ступенів в смт Заболотів Снятинського району Івано-Франківської області;700000;89;Навчальний заклад;
Одеська область;Капітальний ремонт дитячого садка “Рябинушка” (заміна вікон) за адресою: смт Великодолинське, вул. Ентузіастів, 5-В, Овідіопольський район, Одеська область;700000;140;Навчальний заклад;
Хмельницька область;Капітальний ремонт районного будинку культури (внутрішні роботи) по вул. Шевченка, 40А в м. Ізяслав Хмельницької області;700000;189;Заклади культури;
Хмельницька область;Капітальний ремонт будівлі (актової зали, туалетних кімнат) Нетішинської ЗОШ I-III ступенів № 1 по просп. Незалежності, 7 в м. Нетішин Хмельницької області - перша черга;700000;189;Навчальний заклад;
Львівська область;Реконструкція з добудовою Бартатівського навчально-виховного комплексу, с. Бартатів Городоцького району;700000;120;Навчальний заклад;
Львівська область;Капітальний ремонт віконних прорізів в НВК “Лисовицька СЗОШ I-III ст.-ліцей” по вул. Шкільній 17 в с. Лисовичі Стрийського району Львівської області;700000;126;Навчальний заклад;
Чернівецька область;Реконструкція будівлі Чудейської загальноосвітньої школи I-III ступеня по вул. Карпатській, с. Чудей Сторожинецького району;702000;202;Навчальний заклад;
Чернігівська область;Реконструкція частини приміщень Ніжинської гімназії № 16 під дитячий садок по вул. 3-й мікрорайон, 11, м. Ніжин;705200;209;Навчальний заклад;
Чернівецька область;Реконструкція будівлі Заставнівської гімназії по вул. Гагаріна, 5, м. Заставна;705300;204;Навчальний заклад;
Вінницька область;Будівництво артсвердловини та водонапірної башти до житлових масивів “Фоса” і “Дубовий гай”, смт Літин;709500;14;Благоустрій;
Полтавська область;Реконструкція сільського будинку культури, с. Сербинівка Гребінківського району;709700;151;Заклади культури;
Житомирська область;Капітальний ремонт системи опалення районного будинку культури в смт Ємільчине вул. Соборна, 27;710000;65;Заклади культури;
Донецька область;Нове будівництво. Впровадження вуличного освітлення за інноваційними технологіями у м. Краматорськ, смт Шабельківка;712500;48;Благоустрій;
Полтавська область;Будівництво водогону по вулицях Заозерній, Гагаріна та Петровський Хутір, с. Погарщина Лохвицького району;712500;151;Благоустрій;
Запорізька область;Придбання комп’ютерної техніки, технологічного обладнання та меблів для загальноосвітніх шкіл Токмацького району Запорізької області;714000;81;Навчальний заклад;
Херсонська область;Капітальний ремонт з утеплення фасаду мінеральною ватою з подальшою зашивкою його металопрофілем дошкільного навчального закладу № 3 “Берегиня” (корпус Б) вул. К. Маркса, 14 м. Гола Пристань Херсонської області;715250;186;Навчальний заклад;
Одеська область;Капітальний ремонт дорожнього покриття по вул. Малинова, с. Молодіжне, Овідіопольський район, Одеська область;720000;140;Асфальт;
Сумська область;Реконструкція вуличного освітлення, с. Верхня Сироватка Сумського району;721000;158;Асфальт;
Сумська область;Реконструкція лікарняного ліфта на п’ять зупинок Центральної районної лікарні, м. Шостка;727000;160;Медичний заклад;
Вінницька область;Капітальний ремонт терапевтичного корпусу комунальної установи “Барська центральна районна лікарня” із заміною вікон по вул. Каштановій, 34, м. Бар;729800;14;Медичний заклад;
Сумська область;Реконструкція покрівлі терапевтичного корпусу Лебединської ЦРЛ ім. лікаря К.О. Зільберника (м. Лебедин, вул. Першогвардійська, 17);730900;162;Медичний заклад;
Івано-Франківська область;Капітальний ремонт дорожнього покриття на масиві Люкляна в селищі Брошнів-Осада Рожнятівського району Івано-Франківської області;730964;86;Асфальт;
Херсонська область;Реконструкція котельні ЗОШ I-III ступенів № 3 в м. Генічеську Херсонської області;730990;185;Навчальний заклад;
Чернігівська область;Капітальний ремонт будівлі із заміною вікон та зовнішніх і внутрішніх дверей дошкільного навчального закладу № 30 по вул. Козацькій, 4, м. Чернігів;731000;205;Навчальний заклад;
Харківська область;Будівництво напірного каналізаційного колектору смт Мала Данилівка. Ювілейна-Академічна - очисні споруди с. Караван;732000;175;розвиток;
Хмельницька область;Реконструкція покрівлі дитячого садка “Бджілонька” в смт Теофіполь, Хмельницької області;732079;189;Навчальний заклад;
Львівська область;Аварійно-відновлювальні роботи на мосту по вул. Героїв УПА, зруйнованого внаслідок стихійного лиха 15-18 травня 2014 р. (реконструкція), с. Сусолів Самбірського району;733000;120;асфальт;
Донецька область;Капітальний ремонт будівлі дитячого садка № 2 по вул. Центральній, 15, м. Волноваха;734047;60;Навчальний заклад;
Полтавська область;Модернізація відділення стаціонарного догляду для постійного або тимчасового проживання громадян Пирятинського району в с. Вишневе із застосуванням енергозберігаючих технологій;735000;151;заклади культури;
Київська область;Будівництво мереж вуличного освітлення по вулицях Ватутіна, Лебідській (колишня Кірова), Івана Франка (колишня Леніна), с. Рудня Броварського району;735800;97;Благоустрій;
Київська область;Вуличне зовнішнє освітлення с. Плоске Броварського району Київської області;735884;97;Благоустрій;
Київська область;Капітальний ремонт до входу парку-пам’ятки “Кагарлицький” Кагарлицького району;742100;93;заклади культури;
Вінницька область;Впровадження енергозберігаючих технологій в дошкільному навчальному закладі № 1 “Журавлик” (проведення утеплення фасаду будівлі) по вул. І. Франка, 23, смт Дашів Іллінецького району;742500;18;Навчальний заклад;
Київська область;Капітальний ремонт Ровівської ЗОШ I-II ступенів Вишгородського району Київської області;743968;96;Навчальний заклад;
Харківська область;Технічне переоснащення системи теплопостачання Червонознаменівського навчально-виховного комплексу з встановленням блочно-транспортабельної котельні КУМ250 по вул. Жовтневій, 32, с. Червоне Знамено Первомайського району;749700;178;Навчальний заклад;
Донецька область;Капітальний ремонт (термомодернізація) комунальної лікувально-профілактичної установи “Родинська міська лікарня” за адресою: Донецька обл., м. Волинське, вул. Запорожська, 5;750000;50;Медичний заклад;
Донецька область;Капітальний ремонт бібліотеки ім. Т.Г. Шевченко (продовження робіт), за адресою: Донецька обл., м. Покровськ, вул. Європейська, 22;750000;50;Заклади культури;
Донецька область;Капітальний ремонт комунального ДНЗ № 7 “Топольок”, за адресою: Донецька обл., м. Покровськ, вул. Шибанкова, 11;750000;50;Навчальний заклад;
Кіровоградська область;Капітальний ремонт теплотраси загальноосвітньої школи I-III ступенів по вул. Леніна, 34, с. Григорівка Світловодського району. Коригування;750000;102;Навчальний заклад;
Івано-Франківська область;Капітальний ремонт даху та утеплення фасаду приміщення стаціонарного відділення для постійного проживання одиноких непрацездатних громадян в с. Тишківці Городенківського району;750000;88;заклади культури;
Івано-Франківська область;Капітальний ремонт покрівлі ЗОШ I-III ступенів в с. Трач Косівського району Івано-Франківської області;750000;89;Навчальний заклад;
Закарпатська область;Капітальний ремонт вул. Побічної від буд. 1 до буд. 82, с. Лінці Ужгородського району;750000;68;Асфальт;
Черкаська область;Капітальний ремонт існуючого напірного колектора від КНС № 2 до очисних споруд м. Жашків Черкаської області (ділянка № 2);750000;199;розвиток;
Одеська область;Капітальний ремонт дорожнього покриття по вул. Молодіжна, с. Молодіжне, Овідіопольський район, Одеська область;750000;140;Асфальт;
Львівська область;Реконструкція водопровідної мережі смт Жвирка Сокальського району Львівської області (резервна лінія водопроводу з м. Сокаль до смт Жвирка);750000;124;благоустрій;
Рівненська область;Капітальний ремонт Повчанської ЗОШ I-III ступенів Дубенської районної ради Рівненської області;750300;154;Навчальний заклад;
Полтавська область;Модернізація системи опалення та термомодернізація будівлі Миргородської загальноосвітньої школи № 9 (капітальний ремонт);752800;147;Навчальний заклад;
Київська область;Капітальний ремонт фасаду (утеплення) Литвинівської ЗОШ в с. Литвинівка, Вишгородського району, Київської області;758878;96;Навчальний заклад;
Сумська область;Капітальний ремонт приміщення з утепленням стін та покрівлі амбулаторії загальної практики сімейної медицини комунального закладу Сумської районної ради “Сумський районний центр первинної медико-санітарної допомоги”, с. Постольне Сумського району;758900;158;Медичний заклад;
Полтавська область;Капітальний ремонт покрівлі Короваївської ЗОШ I-III ступенів № 1;759742;151;Навчальний заклад;
Чернігівська область;Реконструкція приміщення групи Куликівського ясла-садка “Ромашка” Куликівської селищної ради під спортивну залу по вул. Пирогова, 14Б в смт Куликівка, Чернігівської області;760000;208;Навчальний заклад;
Херсонська область;Реконструкція системи водопостачання с. Олександрівка (по селу) Білозерського району;760000;183;Благоустрій;
Вінницька область;Реконструкція комплексу будівель та споруд навчально-виховного комплексу “Немирівська загальноосвітня школа I-III ступеня № 2 - ліцей” із застосуванням заходів теплореновації (заміна вікон та дверей) по вул. Луначарського, 27 і 30, м. Немирів;762000;18;Навчальний заклад;
Житомирська область;Капітальний ремонт заміна вікон та дверей на металопластикові в Черняхівській ЗОШ I-III ступенів за адресою: вул. Калініна, 14, смт Черняхів Житомирської області;762775;66;Навчальний заклад;
Сумська область;Реконструкція приміщень та будівель Бездрицької загальноосвітньої школи I-III ступеня Сумського району;762800;158;Навчальний заклад;
Івано-Франківська область;Придбання медичного обладнання для центральної районної лікарні по вул. А. Шептицького, 24, м. Городенка;764200;88;Медичний заклад;
Дніпропетровська область;Капітальний ремонт із заміни вікон Криворізької загальноосвітньої школи I-III ступенів № 79 Криворізької міської ради Дніпропетровської області, розташованої за адресою: вул. Політехнічна, 77, м. Кривий Ріг, Дніпропетровська область;765230;33;Навчальний заклад;
Сумська область;Будівництво (придбання) дитячих майданчиків в м. Шостка Сумська область;767000;160;Діти;
Донецька область;Капітальний ремонт ДНЗ № 14 в смт Новгородське м. Торецька;768200;52;Навчальний заклад;
Харківська область;Будівництво модульної котельні Добровільської загальноосвітньої школи, с. Добровілля Близнюківського району;774200;178;Навчальний заклад;
Сумська область;Капітальний ремонт автодороги О191705 Шостка - Чапліївка (до с. Чапліївка);776000;160;Асфальт;
Закарпатська область;Капітальний ремонт ділянки автомобільної дороги Тур’ї Ремети-Лумшори, км 0+000 - км 0+720 в межах Тур’я Реметівської сільської ради Перечинського району Закарпатської області;776000;70;Асфальт;
Закарпатська область;Капітальний ремонт ділянки автомобільної дороги Тур’ї Ремети-Лумшори, км 11+340 - км 2+200 в межах Туричківської сільської ради Перечинського району Закарпатської області;776000;70;Асфальт;
Закарпатська область;Капітальний ремонт дороги по вул. Борканюка (від бази відпочинку “Валило” до кінця населеного пункту), с. Новоселиця Тячівського району;780000;72;Асфальт;
Чернівецька область;Реконструкція будівлі Заставнівської гімназії по вул. Гагаріна, 5, м. Заставна;780000;204;Навчальний заклад;
Сумська область;Будівництво та облаштування міжбудинкових переходів та заміна покрівлі даху Середино-Будської загальноосвітньої школи № 1;781500;159;Навчальний заклад;
Одеська область;Капітальний ремонт покрівлі будівлі Красносільської ЗОШ I-III ступенів Красносільської сільської ради Комінтернівського району Одеської області, за адресою: Одеська область, Комінтернівський район, с. Красносілка, вул. Шкільна, 1;784800;139;Навчальний заклад;
Київська область;Капітальний ремонт пров. Озерного, с. Зазим’я Броварського району;785100;97;Асфальт;
Харківська область;Капітальний ремонт дороги по вул. Заводська від буд. № 1 до буд. № 98, м. Богодухів;785400;180;Асфальт;
Рівненська область;Капітальний ремонт актового залу ЗОШ № 1 по мікрорайону Будівельників, 55 в м. Вараш Рівненської області;786163;155;Навчальний заклад;
Тернопільська область;Реконструкція котельні дитячих ясел-садка “Журавлик” по вул. Боднарській, 8а, у м. Підгайці Тернопільської обл.;787000;165;Навчальний заклад;
Сумська область;Реконструкція Миколаївської спеціалізованої школи I-III ступенів з заміною віконних блоків на енергозберігаючі, смт Миколаївка, Білопільського району, Сумської області;788900;158;Навчальний заклад;
Одеська область;Інноваційні енергоефективні заходи в Скосарівському навчально-виховному комплексі “Загальноосвітня школа I-III ступеня - дошкільний навчальний заклад”, с. Скосарівка Миколаївського району. Виготовлення проектно-кошторисної документації та встановлення мод;790000;138;Навчальний заклад;
Львівська область;Дошкільний навчальний заклад (ясла-садок) на 150 місць, смт Великий Любінь Городоцького району, будівництво;790000;120;Навчальний заклад;
Запорізька область;"Реконструкція вуличного освітлення с. Іванівка вул. Щорса (Дружби) від КТП И1/644; вул. Чернігівська, вул. Чапаєва (Зоряна), вул. Космонавтів від КТП И6/419; вул. Чапаєва (Зоряна) від КТП И5/417; вул. Миру, вул. Гоголя, вул. Комсомольська (Щаслива), вул. ";791897;79;Асфальт;
Чернігівська область;Реконструкція Щорського районного центру дитячої та юнацької творчості по вул. Пушкіна, 3, в м. Щорс Чернігівської обл.;792000;207;Навчальний заклад;
Київська область;Капітальний ремонт дороги по вул. Жукова в с. Колонщина Макарівського району, Київської області;797215;91;Асфальт;
